smiles,adrb1,adrb2,aa2ar,drd3,cxcr4
CC[C@]1(Cc2c(sc3c2c4nnc(n4c(n3)N)SCC(=O)N)CO1)C,,,0.0,,
CC[C@]1(Cc2c(sc3c2c4nnc(n4c(n3)N)SCc5ccc(cc5)Br)CO1)C,,0.0,,,
CC[C@]1(Cc2c(sc3c2c4nnc(n4c(n3)SC)SCC(=O)c5ccc(cc5)[N+](=O)[O-])CO1)C,,,0.0,,
CC[C@]1(Cc2ccccc2-c3c1c(=O)n(c(n3)N/N=C/c4ccc(cc4)OCC(=O)N)c5ccc(cc5)C)C,,0.0,,,
CC[C@]1(Cc2ccccc2-c3c1c(=O)n(c(n3)SCC(=O)Nc4ccccc4F)CC=C)C,,,,0.0,
CC[C@]1(Cc2ccccc2-c3c1c(=O)n4c(n3)n(nc4SCC(=O)OCC)Cc5ccccc5)C,,,,0.0,
CC[C@]1(NN(C(=[NH+]1)SCC(=O)Nc2ccc(cc2)Br)c3ccccc3)C,,0.0,,0.0,
CC[C@]1(NN(C(=[NH+]1)SCC(=O)Nc2nc3ccccc3s2)c4ccccc4)C,,,,0.0,
CC[C@]1([C@@H]2[C@@H]([C@H]([NH2+]1)c3ccccc3F)C(=O)N(C2=O)c4cccc(c4)C(=O)C)C(=O)OCC,,,,0.0,
CC[C@]1([C@@]2([C@@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)O1)C)C,,,,0.0,
CC[C@]1([C@](N(C(=O)O1)CCC2=c3cc(ccc3=[NH+][C@@H]2C)Cl)(C)O)C,,,,0.0,
CC[C@]1(c2c([nH]c(=O)s2)S[C@@H]3[C@@H]1C(=O)N(C3=O)c4ccc(cc4)C(=O)OCC)C,,,0.0,,
CC[C@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3cccc4)O,,,0.0,,
CC[C@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)OC(=O)CCC(=O)[O-],,,0.0,,
CC[C@]1(c2ccccc2NC1=O)CCCC[NH+]3CCc4c(ccs4)C3,,0.0,,,
CC[C@]1(c2ccccc2N[C@@H](O1)c3cc(cc(c3O)Cl)Cl)c4ccccc4,,,0.0,,
CC[C@]12C=CC[NH+]3[C@@H]1[C@@]4(CC3)c5ccc(cc5N([C@@H]4[C@@]([C@@H]2C(=O)OC)(C(=O)OC)O)C)OC,,,0.0,,
CC[C@]12CCC[N+]3([C@H]1[C@]4(CC3)c5ccccc5NC4=C(C2)C(=O)OC)CC,,,,0.0,
CC[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3CC=C(C4)OC,,,,0.0,
CC[C@]12C[NH+]3C[C@](C1=O)(CN(C2)[C@@H]3c4cc(ccc4OCC)Br)CC,,,,,0.0
CC[C@]12C[NH+]3C[C@](C1=O)(CN(C2)[C@@H]3c4ccc(cc4)F)CC,,,,0.0,
CC[C@]12C[NH+]3C[C@](C1=O)(CN(C2)[C@@H]3c4ccccc4F)CC,,,,0.0,
CC[C@]12C[NH+]3C[C@](C1=O)(CN(C2)[C@@]34CCC[C@@H]4C(=O)OCC)CC,,,,0.0,
CC[C@]12C[NH+]3C[C@](C1O)(CN(C2)[C@@H]3c4ccc(cc4)Cl)CC,0.0,,,,
CC[N+](C)(CC)c1ccc(c(c1)OC(=O)N(C)C)C,,,,0.0,
CC[N+](CC)(CC)C[C@H](CBr)Br,,,,0.0,
CC[N+]12CCC[C@]34[C@@H]1[C@@]5(CC2)c6ccccc6N([C@@]5(CC3)[C@@H](C4)C(=O)OC)C(=O)C,,,,0.0,
CC[N+]1=C(NCc2c1ccc(c2)C(=O)NNC(=O)NCC(=O)OCC)C,,,0.0,,
CC[NH+](C)CCNC(=O)CCCC[C@H]1[C@@H]2[C@@H](CS1)NC(=O)N2,0.0,,,,
CC[NH+](C)CCNC(=O)N(Cc1ccc(cc1)C(=O)NC)C2CC2,,0.0,,,
CC[NH+](C)CCNC(=O)N1CCC(CC1)C(=O)N2C[C@H](O[C@H](C2)C)C,,,0.0,,
CC[NH+](C)CCNC(=O)N1CCC[C@@H]1C(=O)NCC(F)(F)F,0.0,,,,
CC[NH+](C)CCNC(=O)N1CCN(CC1)S(=O)(=O)c2c(cccc2F)F,,,0.0,,
CC[NH+](C)CCNC(=O)N1CCN(CC1)S(=O)(=O)c2c[nH]c3c2cccn3,,,0.0,,
CC[NH+](C)CCNC(=O)NCCC[NH+]1CCN(CC1)C(=O)OC(C)(C)C,0.0,,,,
CC[NH+](C)CCNC(=O)NCCCc1c(c(n(n1)c2ccc(cc2)F)N)C#N,0.0,,,,
CC[NH+](C)CCNC(=O)NCCNc1c(cc(cn1)C(F)(F)F)Cl,,0.0,,,
CC[NH+](C)CCNC(=O)NCCNc1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,0.0,,,,
CC[NH+](C)CCNC(=O)NCCS(=O)(=O)N1C[C@H](O[C@@H](C1)C)C,,,0.0,,
CC[NH+](C)CCNC(=O)NCCS(=O)(=O)NCc1ccccc1,,0.0,,,
CC[NH+](C)CCNC(=O)NCc1ccc(cc1)CS(=O)(=O)NC(C)C,0.0,,,,
CC[NH+](C)CCNC(=O)NCc1cccc(c1)NC(=O)c2ccc(cc2)C,,0.0,,,
CC[NH+](C)CCNC(=O)NCc1cccc(c1)NC(=O)c2ccco2,0.0,,,,
CC[NH+](C)CCNC(=O)NNC(=O)CCSc1ccc(cc1)F,,0.0,,,
CC[NH+](C)CCNC(=O)NNC(=O)[C@@H](C)Oc1cccc(c1)Br,,0.0,,,
CC[NH+](C)CCNC(=O)NNC(=O)[C@H](C)Oc1cccc(c1C)C,,0.0,,,
CC[NH+](C)CCNC(=O)NNC(=O)c1cc(c(c(c1)OCC)OCC)OCC,,0.0,,,
CC[NH+](C)CCNC(=O)NNC(=O)c1cc2c(s1)CC[C@@H](C2)C,,,0.0,,
CC[NH+](C)CCNC(=O)N[C@H](C)c1ccc(c(c1)F)OC,,0.0,,,
CC[NH+](C)CCNC(=O)[C@@H]1CCCN1C(=O)/C=C/c2ccc(cc2)C(=O)N,0.0,,,,
CC[NH+](C)CCNC(=O)c1ccccc1SCC(=O)NCCOC,,0.0,,,
CC[NH+](C)CCNS(=O)(=O)c1c(cc(cc1Cl)N)Cl,,0.0,,,
CC[NH+](C)CCNc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N2CCOCC2,,,0.0,,
CC[NH+](C)CC[C@@](CNC(=O)C[NH+](CC)CC)(c1cccc2c1cccc2)C(C)C,0.0,,,,
CC[NH+](C)CC[C@](CNC(=O)C[NH+](CC)CC)(c1cccc2c1cccc2)C(C)C,0.0,,,,
CC[NH+](C)CC[NH2+]C[C@@H](COc1ccc(cc1)Br)O,,,,,0.0
CC[NH+](C)CC[NH2+]C[C@@H](c1cccc(c1)C(F)(F)F)O,,,,,0.0
CC[NH+](C)CC[NH2+]Cc1cc(c(c(c1)Br)OCC)Br,,,,,0.0
CC[NH+](C)CC[NH2+]Cc1cc(cc(c1OC)Br)Br,,,,,0.0
CC[NH+](C)Cc1cccc(c1)CNC(=O)CCc2ncc(o2)c3ccc(cc3)C,,,,0.0,
CC[NH+](C)Cc1cccc(c1)CNC(=O)N(CCC(=O)N)Cc2ccccc2,0.0,,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NCC(=O)Nc2ccc(cc2)Cl,,0.0,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NCC(=O)Nc2cccc(c2)C#C,0.0,,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NCCCc2nc3ccccc3s2,0.0,,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NCCNc2ccccc2[N+](=O)[O-],0.0,0.0,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NCc2cccc(c2)NC(=O)COC,0.0,,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)NNC(=O)c2c(ccs2)C,,0.0,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)[C@@H](C)NC(=O)c2cccs2,0.0,,,,
CC[NH+](C)Cc1cccc(c1)CNC(=O)c2ccc(cc2)n3c(c(cn3)C#N)N,,0.0,,,
CC[NH+](C1CC1)[C@@H](C)c2nc(cs2)CCl,,,,0.0,
CC[NH+](C1CCCC1)[C@H](C[NH3+])c2cc3c(c(c2)Br)OCO3,,,,,0.0
CC[NH+](C1CCCCC1)[C@]2(CCC[C@@H](C2)C)C[NH3+],,,,0.0,
CC[NH+](CC(=C)C)CC(=O)N(C)C1(CCCCC1)C#N,,,,0.0,
CC[NH+](CC(=O)N(C)Cc1cccs1)[C@H](C)c2ccc(cc2)F,,,,0.0,
CC[NH+](CC(=O)N(CC(C)C)c1c(n(c(=O)[nH]c1=O)CC(C)C)N)[C@@H](C)c2cccc(c2)OC,0.0,,,,
CC[NH+](CC(=O)N(CC(C)C)c1c(n(c(=O)[nH]c1=O)CC(C)C)N)[C@H](C)c2cccc(c2)OC,0.0,,,,
CC[NH+](CC(=O)N(CCC(=O)N)c1ccccc1)[C@H](C)c2cc3ccccc3o2,,0.0,,,
CC[NH+](CC(=O)N)CC(=O)Nc1c(cccc1Cl)Cl,0.0,,,,
CC[NH+](CC(=O)N1CCc2c1ccc(c2)S(=O)(=O)N)[C@H]3CCS(=O)(=O)C3,,,0.0,,
CC[NH+](CC(=O)N1[C@H](CC(=N1)c2cc(ccc2C)C)c3ccc(cc3)C)C4CCCCC4,,,,0.0,
CC[NH+](CC(=O)N1[C@H](CC(=N1)c2cc(ccc2C)C)c3ccccc3F)C(C)C,,,,0.0,
CC[NH+](CC(=O)NC(C)(C)C)CC(=O)N(CCC#N)c1cc(cc(c1)C)C,,,,0.0,
CC[NH+](CC(=O)NC(C)(C)C)CC(=O)N(CCC(=O)N)c1ccc(cc1)F,0.0,,,,
CC[NH+](CC(=O)NC(C)C)CC(=O)N(CCC(=O)N)c1ccc(cc1)F,0.0,,,,
CC[NH+](CC(=O)NC)CC(=O)N[C@H](c1ccc(cc1)C)c2cccs2,0.0,,,,
CC[NH+](CC(=O)NC)CC(=O)Nc1ccc(cc1Br)N,0.0,,,,
CC[NH+](CC(=O)NC)[C@H](C)C(=O)Nc1cc(ccc1N)Cl,0.0,,,,
CC[NH+](CC(=O)NC1CC[NH+](CC1)C2CC2)CC(=O)NC(C)(C)C,0.0,,,,
CC[NH+](CC(=O)NCC(=O)Nc1c(cc(cc1C)C)C)CC(=O)NC(=O)OCC,,,0.0,,
CC[NH+](CC(=O)NCC(=O)Nc1c(cc(cc1C)C)C)CC(=O)NC(C)(C)C,,,,0.0,
CC[NH+](CC(=O)NCC(=O)Nc1c(cc(cc1C)C)C)CC(=O)Nc2cc(ccc2C)Cl,,0.0,,,
CC[NH+](CC(=O)NCC(=O)Nc1c(cccc1C)C)CC(=O)NC(C)C,,0.0,,,
CC[NH+](CC(=O)NCC(=O)Nc1ccc(c(c1)F)F)CC(=O)NC(=O)OCC,,,0.0,,
CC[NH+](CC(=O)NCC(=O)Nc1ccc(c(c1)F)F)CC(=O)Nc2ccccc2C(F)(F)F,0.0,,,,
CC[NH+](CC(=O)NCCSc1ccccc1)CC(=O)Nc2ccccc2C(F)(F)F,0.0,,,,
CC[NH+](CC(=O)NCc1ccc(cc1)COC(C)C)CC(=O)NC(C)(C)C,0.0,,,,
CC[NH+](CC(=O)NCc1ccc(cc1)COC)[C@@H](C)Cc2ccc(cc2)OC,,,,0.0,
CC[NH+](CC(=O)NCc1ccc(cc1)Cl)CC(=O)Nc2c(c3c(s2)CCC3)C(=O)N,0.0,,,,
CC[NH+](CC(=O)NCc1ccc(o1)c2ccc(cc2)Cl)CC(=O)NCc3cccs3,0.0,,,,
CC[NH+](CC(=O)NCc1ccc(s1)C)CC(=O)NC(C)(C)C,,0.0,,,
CC[NH+](CC(=O)NCc1ccccc1COC)[C@@H](C)Cc2ccc(cc2)OC,,,,0.0,
CC[NH+](CC(=O)NCc1cccs1)CC(=O)N(Cc2ccccc2)c3nc4c(s3)CCCC4,,,,0.0,
CC[NH+](CC(=O)NCc1cccs1)CC(=O)Nc2c(c(c(n2c3cccc(c3)F)C)C)C#N,0.0,0.0,,,
CC[NH+](CC(=O)N[C@@H](C)C1CC1)CC(=O)NC(C)C,,0.0,,,
CC[NH+](CC(=O)N[C@@H](C)c1ccc(cc1)Br)[C@@H](C)c2cccc(c2)OC,,,,0.0,
CC[NH+](CC(=O)N[C@H](C)c1ccc(cc1)Br)[C@@H](C)c2cccc(c2)OC,,,,0.0,
CC[NH+](CC(=O)N[C@H](CC(C)C)C(=O)OC)CC(=O)NC(C)(C)C,,0.0,,,
CC[NH+](CC(=O)Nc1c(c(c(s1)C(=O)OCC=C)C)C(=O)OCC)CC(=O)NC(C)C,0.0,,,,
CC[NH+](CC(=O)Nc1c(c2c(s1)C[C@@H](CC2)C)C#N)CC(=O)N[C@@H]3CCS(=O)(=O)C3,,,0.0,,
CC[NH+](CC(=O)Nc1c(cc(cc1Br)C)Br)CC(=O)OC,,,,0.0,
CC[NH+](CC(=O)Nc1c(cc(cc1Br)C)Br)[C@@H](C)c2ccc(cc2)F,,,,0.0,
CC[NH+](CC(=O)Nc1c(cc(cc1Br)C)Br)[C@H](C)c2ccc(cc2)F,,,,0.0,
CC[NH+](CC(=O)Nc1c(cc(cc1Cl)Cl)N)C2CC2,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1C(C)C)C)CC(=O)NC(C)(C)C,0.0,,,,
CC[NH+](CC(=O)Nc1c(cccc1C(C)C)C)[C@@H](C)c2ccc(cc2)C#N,,,,0.0,
CC[NH+](CC(=O)Nc1c(cccc1C)C)CC(=O)Nc2c(cccc2F)F,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)N(CC=C)CC=C,,,,0.0,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)N(CCC(=O)N)c2ccccc2,0.0,,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)NC(=O)NCC(C)C,0.0,,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)NNC(=O)Cc2nc(cs2)C,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)N[C@H](c2ccccc2)c3cccs3,0.0,,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)N[C@H]2c3c(c(n[nH]c3=O)C)[C@@H](O2)C,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1Cl)Cl)CC(=O)Nc2c3c(c(n[nH]c3=O)C)c(o2)C,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1F)F)CC(=O)NC(=O)NC2CCCC2,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1F)F)CC(=O)NC(=O)NC2CCCCC2,,0.0,,,
CC[NH+](CC(=O)Nc1c(cccc1F)F)CC(=O)Nc2c(c3c(s2)CCCC3)C(=O)OC,,0.0,,,
CC[NH+](CC(=O)Nc1c(ccs1)C(=O)N)C2CCCC2,,0.0,,,
CC[NH+](CC(=O)Nc1c(ccs1)C(=O)N)[C@@H](C)c2ccc(cc2)F,,,0.0,,
CC[NH+](CC(=O)Nc1cc(cc(c1)C)C)CC(=O)Nc2c(cccc2F)F,,,,0.0,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)N(C)[C@@H]2CCCc3c2cccc3,,,,0.0,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)N(CCC(=O)N)c2ccccc2,,,,0.0,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)NC(=O)NC(C)(C)C,,0.0,,,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)NC(=O)NCc2ccco2,0.0,,,,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)NNC(=O)Cc2nc(cs2)C,0.0,,,,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)N[C@@H](c2ccc3c(c2)OCCO3)C(C)C,,,,0.0,
CC[NH+](CC(=O)Nc1cc(ccc1C)Cl)CC(=O)Nc2c(c(c(s2)C(=O)OC)C)C(=O)OC,,0.0,,,
CC[NH+](CC(=O)Nc1cc(ccc1Cl)N)C2CCCCC2,,0.0,,,
CC[NH+](CC(=O)Nc1cc(ccc1n2cncn2)C(F)(F)F)CC(=O)Nc3cc(ccc3C)Cl,,,,0.0,
CC[NH+](CC(=O)Nc1cc2c(cc1Cl)OCCCO2)CC(=O)Nc3c(cccc3Cl)Cl,,0.0,,,
CC[NH+](CC(=O)Nc1ccc(c(c1)C(F)(F)F)N)C(C)C,0.0,,,,
CC[NH+](CC(=O)Nc1ccc(c(c1)C)C)CC(=O)Nc2c(cccc2F)F,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(c(c1)F)C)[C@H](C)c2cccc(c2)OC,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(cc1)NC(=O)C)C/C(=N/c2nc(cs2)c3c(cc(cc3C)C)C)/[O-],0.0,,,,
CC[NH+](CC(=O)Nc1ccc(cc1)NC(=O)C)CC(=O)N(C)[C@@H]2CCCc3c2cccc3,,,0.0,,
CC[NH+](CC(=O)Nc1ccc(cc1)NC(=O)C)CC(=O)N2CCc3c(ccs3)[C@@H]2c4cccs4,,0.0,,,
CC[NH+](CC(=O)Nc1ccc(cc1)NC(=O)C)[C@H](C)C(=O)/C=C/2\C(c3ccccc3N2C)(C)C,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(cc1)OC)[C@H](C)C(=O)Nc2cccc(c2)Br,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(cc1)SC(F)F)[C@@H](C)c2cccc(c2)OC,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(cc1Br)Br)CC(=O)OCC,,,,0.0,
CC[NH+](CC(=O)Nc1ccc(cc1Cl)N)CC(F)(F)F,,0.0,,,
CC[NH+](CC(=O)Nc1ccc(cc1N)Cl)CC(F)(F)F,,0.0,,,
CC[NH+](CC(=O)Nc1ccc2c(c1)OCCO2)CC(=O)N(C)[C@@H](C)c3ccccc3,,,,0.0,
CC[NH+](CC(=O)Nc1ccc2c(c1)OCCO2)CC(=O)N[C@@H](c3ccc(cc3)F)c4cccs4,,,,0.0,
CC[NH+](CC(=O)Nc1cccc(c1)NC(=O)c2ccco2)CC(=O)Nc3c(cccc3Cl)Cl,,0.0,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)NC(=O)NC(C)C,,0.0,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)NC(=O)NCc2ccccc2,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@@H](c2ccc(cc2)F)c3cccs3,,,,0.0,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@@H](c2ccccc2)c3cccs3,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@@H]2c3c(c(n[nH]c3=O)C)[C@@H](O2)C,,,0.0,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@H](C)c2ccc3c(c2)CCCC3,,0.0,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@H](C)c2cccs2,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@H](c2ccccc2)c3cccs3,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)N[C@H]2c3c(c(n[nH]c3=O)C)[C@@H](O2)C,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)Nc2c(c3c(s2)CCC3)C#N,,0.0,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)Nc2cccc(c2C)[N+](=O)[O-],,,0.0,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)Nc2ccccc2Sc3ccccc3,,,,0.0,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)Nc2ccsc2C(=O)OC,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1C(F)(F)F)[C@H](C)Cc2ccc(cc2)OC,,,,0.0,
CC[NH+](CC(=O)Nc1ccccc1Oc2ccc(cc2)C)[C@H]3CCS(=O)(=O)C3,,,,0.0,
CC[NH+](CC(=O)Nc1ccccc1SCC(=O)N)[C@@H](C)c2ccc(cc2)C#N,0.0,,,,
CC[NH+](CC(=O)Nc1ccccc1SCC=C)CC(=O)Nc2c(cccc2Cl)Cl,0.0,,,,
CC[NH+](CC(=O)c1c(n(c(=O)n(c1=O)C)Cc2ccccc2)N)CC(=O)N[C@@H]3CCS(=O)(=O)C3,0.0,,,,
CC[NH+](CC(C)C)C[C@](C)(C#N)N,0.0,,,,
CC[NH+](CC(C)C)[C@@H](C[NH3+])c1cc(ccc1OC)Br,,,,,0.0
CC[NH+](CC(C)C)[C@@H](C[NH3+])c1ccc2c(c1)CCCN2C,0.0,,,,
CC[NH+](CC(C)C)[C@H](CC#N)c1ccccc1,,,,0.0,
CC[NH+](CC(F)(F)F)[C@@H](C)C(=O)Nc1ccc(c(c1)N)Cl,0.0,,,,
CC[NH+](CC)/C(=C\c1cccc2c1C(=O)c3ccccc3C2=O)/COc4ccccc4,,,,0.0,
CC[NH+](CC)C/C=N/NCc1c([nH]c(=O)n(c1=O)c2ccc(cc2)Br)[O-],,0.0,,,
CC[NH+](CC)C1CCN(CC1)C(=O)/C=C/c2cc3cnn(c3[nH]c2=O)C(C)C,,,0.0,,
CC[NH+](CC)C1CCN(CC1)C(=O)/C=C/c2ccc(cc2)N(C)C,,,,0.0,
CC[NH+](CC)C1CCN(CC1)C(=O)Cc2c(nn(c2C)c3nc(cc(n3)C)C)C,,0.0,,,
CC[NH+](CC)C1CCN(CC1)C(=O)[C@H](C)Oc2cc(cc(c2)Cl)Cl,,,,0.0,
CC[NH+](CC)C1CCN(CC1)C(=O)c2c(cc(s2)S(=O)(=O)N)C,0.0,,,,
CC[NH+](CC)C1CCN(CC1)C(=O)c2cc(ccc2NC(=O)[C@@H]3C[C@H]3C)F,,,,,0.0
CC[NH+](CC)C1CCN(CC1)C(=O)c2cnn3c2nc(cc3C(F)F)C4CC4,,,,0.0,
CC[NH+](CC)C1CCN(CC1)CC(=O)N(C)[C@H]2CCCC[C@H]2C,,,,0.0,
CC[NH+](CC)C1CCN(CC1)CC(=O)N2CCC[C@H]2c3ccc(cc3)OCC,,,,0.0,
CC[NH+](CC)C1CCN(CC1)[C@@H](C)C(=O)NC(=O)NCC(F)(F)F,0.0,,,,
CC[NH+](CC)C1CCN(CC1)[C@H](C)C(=O)N(c2nccs2)C3CCCCC3,,,,0.0,
CC[NH+](CC)CC#CC[C@@H](c1ccccc1)c2cc(ccc2C)C,,,,0.0,
CC[NH+](CC)CC#CC[C@H](C)OC(C)(C)C,,,,0.0,
CC[NH+](CC)CC#C[C@@]1(CC[C@H]2[C@@H](O1)c3ccccc3OC2(C)C)C,,,,0.0,
CC[NH+](CC)CC(=C)[C@]1(CC2(CCCC2)C(=O)O1)c3ccccc3,,,,0.0,
CC[NH+](CC)CC(=O)N1CCC[C@H]2[C@H]1CCCC2,,,,0.0,
CC[NH+](CC)CC(=O)N1CC[C@@]2(C1)CCC[NH+](C2)CCC3CCCCC3,,,,,0.0
CC[NH+](CC)CC(=O)N1[C@@H](CC(=N1)c2cccs2)c3ccc(cc3)F,,,,0.0,
CC[NH+](CC)CC(=O)N1[C@H](CC(=N1)c2ccsc2)c3ccc(cc3)F,,,,0.0,
CC[NH+](CC)CC(=O)NCC(CCC[NH+](C)C)(CCC[NH+](C)C)c1cccc2c1cccc2,0.0,,,,
CC[NH+](CC)CC(=O)NCCCc1c(c(n(n1)c2ccc(cc2)F)N)C#N,0.0,,,,
CC[NH+](CC)CC(=O)NCc1ccccc1c2ccc(cc2)Cn3cccn3,,,,0.0,
CC[NH+](CC)CC(=O)NNC(=S)Nc1ccccc1C(F)(F)F,,0.0,,,
CC[NH+](CC)CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)c3ccc(cc3)Br,,,,0.0,
CC[NH+](CC)CC(=O)Nc1ccc-2c(c1)C(=O)c3c2ccc(c3)NC(=O)C[NH+](CC)CC,,,,0.0,
CC[NH+](CC)CC(=O)OCC(=O)[C@@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)O)C)O,0.0,0.0,,,
CC[NH+](CC)CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)O)C)O,0.0,,,,
CC[NH+](CC)CC(=O)c1c(c(c(cc1OC(C)C)C)Cl)C,,,,0.0,
CC[NH+](CC)CC(=O)c1cc(ccc1C)C,,,,0.0,
CC[NH+](CC)CC/[NH+]=c/1\cc(oc2c1cc(cc2)OCC)c3ccc(cc3)C,,,,,0.0
CC[NH+](CC)CC1=CC[C@H]2C[C@@H]1C2(C)C,,,,0.0,
CC[NH+](CC)CC1CCN(CC1)C(=O)C2CCC(CC2)[NH3+],,,,,0.0
CC[NH+](CC)CC1CCN(CC1)C(=O)Cc2csc(n2)N,,0.0,,,
CC[NH+](CC)CC1CCN(CC1)C(=O)[C@H](CCSC)[NH3+],,,,,0.0
CC[NH+](CC)CC1CCN(CC1)C(=O)[C@](C)(C2CC2)[NH3+],,0.0,,,
CC[NH+](CC)CCC(=O)N1C/C(=C\c2ccccc2)/C(=O)/C(=C\c3ccccc3)/C1,,,,0.0,
CC[NH+](CC)CCC(=O)N1[C@@H](CC(=N1)c2ccco2)C3=N[C@H](N=C3c4ccccc4)c5ccccc5,,,,0.0,
CC[NH+](CC)CCC(=O)N1[C@H](CC(=N1)c2ccccc2)C3=N[C@H](N=C3c4ccccc4)c5ccccc5,,,,0.0,
CC[NH+](CC)CCC(=O)NC1=c2cc(ccc2=[NH+][C@@H]1C(=O)OCC)Br,,,,0.0,
CC[NH+](CC)CCC(=O)NC1=c2cc(ccc2=[NH+][C@H]1C(=O)OCC)Br,,,,0.0,
CC[NH+](CC)CCC/C(=N/O)/C(c1ccccc1)(c2ccccc2)O,,0.0,,,
CC[NH+](CC)CCC/N=C/c1c2ccccc2c(=O)n(c1O)Cc3ccccc3,,,,0.0,
CC[NH+](CC)CCC/N=c/1\c2c(c3cc4c(nc3s2)CC(OC4)(C)C)[nH]cn1,,,,0.0,
CC[NH+](CC)CCCCNC(=O)c1ccc2c(c1)nc[nH]2,0.0,0.0,,,
CC[NH+](CC)CCCC[NH2+]Cc1c[nH]nc1c2ccc(cc2)Cl,,,,,0.0
CC[NH+](CC)CCCC[NH2+]Cc1c[nH]nc1c2ccc(cc2)OC,,,,,0.0
CC[NH+](CC)CCCN(C)C(=O)C1CCC(CC1)NC(=O)CC2CCCC2,,,,0.0,
CC[NH+](CC)CCCN(C)C(=O)C1CCN(CC1)c2nc3ccccc3s2,,,,0.0,
CC[NH+](CC)CCCN(C)C(=O)CCCC[C@@H]1[C@H]2[C@@H](CS1)NC(=O)N2,0.0,,,,
CC[NH+](CC)CCCN(C)C(=O)CCn1c(n[nH]c1=S)c2ccc(cc2)C,,,,0.0,
CC[NH+](CC)CCCN(C)C(=O)CNS(=O)(=O)c1ccc(s1)Cl,,,,0.0,
CC[NH+](CC)CCCN(C)C(=O)C[C@@H](c1ccccc1C)NC(=O)N,,0.0,,,
CC[NH+](CC)CCCN(C)C(=O)C[C@H](c1cccs1)NC(=O)N,,0.0,,,
